College,Course,Category,Allotted_Rank_2020,Allotted_Rank_2021,Allotted_Rank_2022,Allotted_Rank_2023,Allotted_Rank_2024
Burdwan Dental College & Hospital,BDS,OBC,,21403,32212,29954,29954
Burdwan Dental College & Hospital,BDS,OBC PWD,,689743,,1267685,1267685
Burdwan Dental College & Hospital,BDS,SC,71553,94219,110751,136337,136337
Burdwan Dental College & Hospital,BDS,ST,98880,112625,148566,145392,145392
C. Institute of Medical Sciences,MBBS,EWS,,14122,16846,20189,20189
C. Institute of Medical Sciences,MBBS,GN,,12729,15154,14915,14915
C. Institute of Medical Sciences,MBBS,GN PWD,,465183,,,
C. Institute of Medical Sciences,MBBS,OBC,,13775,16109,16386,16386
C. Institute of Medical Sciences,MBBS,OBC PWD,,475283,,,
C. Institute of Medical Sciences,MBBS,SC,,74321,82043,93061,93061
C. Institute of Medical Sciences,MBBS,ST,,74336,77697,79530,79530
CALCUTTA NATIONAL MED COLL,MBBS,EWS,,6396,7073,8127,8127
CALCUTTA NATIONAL MED COLL,MBBS,GN,5554,4991,5519,5852,5852
CALCUTTA NATIONAL MED COLL,MBBS,GN PWD,187335,246749,,,
CALCUTTA NATIONAL MED COLL,MBBS,OBC,,6341,7683,7374,7374
CALCUTTA NATIONAL MED COLL,MBBS,OBC PWD,,,586341,517654,517654
CALCUTTA NATIONAL MED COLL,MBBS,SC,35534,37556,49315,45139,45139
CALCUTTA NATIONAL MED COLL,MBBS,SC PWD,389920,,,,
CALCUTTA NATIONAL MED COLL,MBBS,ST,64657,77126,88136,90112,90112
CALCUTTA NATIONAL MED COLL,MBBS,ST PWD,263206,,,,
CHENGALPATTU MEDICAL COLL,MBBS,EWS,,13239,16260,20940,20940
CHENGALPATTU MEDICAL COLL,MBBS,GN,6478,6415,7838,4599,4599
CHENGALPATTU MEDICAL COLL,MBBS,GN PWD,,,,603910,603910
CHENGALPATTU MEDICAL COLL,MBBS,OBC,,7227,9295,6814,6814
CHENGALPATTU MEDICAL COLL,MBBS,OBC PWD,,368894,,,
CHENGALPATTU MEDICAL COLL,MBBS,SC,42321,37863,59310,35159,35159
CHENGALPATTU MEDICAL COLL,MBBS,ST,88846,91464,104520,88815,88815
CHHATTISGARH INSTITUTE OF MEDICAL SCIENCES,MBBS,EWS,,,12481,11799,11799
CHHATTISGARH INSTITUTE OF MEDICAL SCIENCES,MBBS,EWS PWD,,,211106,940874,940874
CHHATTISGARH INSTITUTE OF MEDICAL SCIENCES,MBBS,GN,8430,,8897,9020,9020
CHHATTISGARH INSTITUTE OF MEDICAL SCIENCES,MBBS,GN PWD,358690,,,,
CHHATTISGARH INSTITUTE OF MEDICAL SCIENCES,MBBS,OBC,,,10322,10697,10697
CHHATTISGARH INSTITUTE OF MEDICAL SCIENCES,MBBS,OBC PWD,,,687431,,
CHHATTISGARH INSTITUTE OF MEDICAL SCIENCES,MBBS,SC,45846,,60975,57214,57214
CHHATTISGARH INSTITUTE OF MEDICAL SCIENCES,MBBS,SC PWD,,,,1161920,1161920
CHHATTISGARH INSTITUTE OF MEDICAL SCIENCES,MBBS,ST,68787,,84480,,
CHHATTISGARH INSTITUTE OF MEDICAL SCIENCES,MBBS,ST PWD,,,,907579,907579
CHIKKABALLAPURA INSTITUTE OF MEDICAL SCIENCES,MBBS,EWS,,,17570,20450,20450
CHIKKABALLAPURA INSTITUTE OF MEDICAL SCIENCES,MBBS,GN,,,15040,13668,13668
CHIKKABALLAPURA INSTITUTE OF MEDICAL SCIENCES,MBBS,GN PWD,,,706308,,
CHIKKABALLAPURA INSTITUTE OF MEDICAL SCIENCES,MBBS,OBC,,,15715,15401,15401
CHIKKABALLAPURA INSTITUTE OF MEDICAL SCIENCES,MBBS,OBC PWD,,,,894559,894559
CHIKKABALLAPURA INSTITUTE OF MEDICAL SCIENCES,MBBS,SC,,,81861,90134,90134
CHIKKABALLAPURA INSTITUTE OF MEDICAL SCIENCES,MBBS,ST,,,89639,108333,108333
COIMBATORE MEDICAL COLLEGE,MBBS,EWS,,7418,10131,12278,12278
COIMBATORE MEDICAL COLLEGE,MBBS,GN,3682,2591,4468,3536,3536
COIMBATORE MEDICAL COLLEGE,MBBS,GN PWD,154870,,,,
COIMBATORE MEDICAL COLLEGE,MBBS,OBC,,4832,5709,4434,4434
COIMBATORE MEDICAL COLLEGE,MBBS,OBC PWD,,,676853,,
COIMBATORE MEDICAL COLLEGE,MBBS,SC,30111,38206,45794,41257,41257
COIMBATORE MEDICAL COLLEGE,MBBS,SC PWD,,,,888733,888733
COIMBATORE MEDICAL COLLEGE,MBBS,ST,59988,68153,105860,67752,67752
COLLEGE OF MEDICINE and JNM HOSPITAL,MBBS,EWS,,8347,11692,12741,12741
COLLEGE OF MEDICINE and JNM HOSPITAL,MBBS,EWS PWD,,401301,,620436,620436
COLLEGE OF MEDICINE and JNM HOSPITAL,MBBS,GN,,7791,8389,9588,9588
COLLEGE OF MEDICINE and JNM HOSPITAL,MBBS,OBC,,9144,9806,11581,11581
COLLEGE OF MEDICINE and JNM HOSPITAL,MBBS,OBC PWD,,360786,905322,,
COLLEGE OF MEDICINE and JNM HOSPITAL,MBBS,SC,,42643,59332,57707,57707
COLLEGE OF MEDICINE and JNM HOSPITAL,MBBS,ST,,90410,89718,97192,97192
Chandulal Chandrakar Memorial Government Medical College,MBBS,EWS,,,,18136,18136
Chandulal Chandrakar Memorial Government Medical College,MBBS,EWS PWD,,,,1083928,1083928
Chandulal Chandrakar Memorial Government Medical College,MBBS,GN,,,,14674,14674
Chandulal Chandrakar Memorial Government Medical College,MBBS,OBC,,,,17381,17381
Chandulal Chandrakar Memorial Government Medical College,MBBS,OBC PWD,,,,777876,777876
Chandulal Chandrakar Memorial Government Medical College,MBBS,SC,,,,95013,95013
Chandulal Chandrakar Memorial Government Medical College,MBBS,ST,,,,126558,126558
Chettinad Hos. and Res. Inst.,MBBS,EWS,,292831,,824929,824929
Chettinad Hos. and Res. Inst.,MBBS,GN,482060,687997,715629,825168,825168
Chettinad Hos. and Res. Inst.,MBBS,OBC,,685481,881506,822854,822854
Chettinad Hos. and Res. Inst.,MBBS,SC,,677456,696140,782892,782892
Chettinad Hos. and Res. Inst.,MBBS,ST,,,,595044,595044
Chhindwara Institute of Medical Sciences,MBBS,EWS,,10917,13049,15278,15278
Chhindwara Institute of Medical Sciences,MBBS,GN,10480,9814,11829,12368,12368
Chhindwara Institute of Medical Sciences,MBBS,GN PWD,400515,,564935,,
Chhindwara Institute of Medical Sciences,MBBS,OBC,,11881,12641,13896,13896
Chhindwara Institute of Medical Sciences,MBBS,SC,56486,61927,69989,82425,82425
Chhindwara Institute of Medical Sciences,MBBS,ST,74541,80732,89278,95921,95921
Chikkamagaluru Institute of Medical Sciences,MBBS,EWS,,,17669,20350,20350
Chikkamagaluru Institute of Medical Sciences,MBBS,EWS PWD,,,876436,,
Chikkamagaluru Institute of Medical Sciences,MBBS,GN,,,16250,15318,15318
Chikkamagaluru Institute of Medical Sciences,MBBS,GN PWD,,,,792508,792508
Chikkamagaluru Institute of Medical Sciences,MBBS,OBC,,,16770,17376,17376
Chikkamagaluru Institute of Medical Sciences,MBBS,SC,,,84296,96128,96128
Chikkamagaluru Institute of Medical Sciences,MBBS,SC PWD,,,,1177404,1177404
Chikkamagaluru Institute of Medical Sciences,MBBS,ST,,,92148,119713,119713
Chitradurga Medical College and Research Institute,MBBS,EWS,,,,21579,21579
Chitradurga Medical College and Research Institute,MBBS,GN,,,,16451,16451
Chitradurga Medical College and Research Institute,MBBS,OBC,,,,18442,18442
Chitradurga Medical College and Research Institute,MBBS,SC,,,,101159,101159
Chitradurga Medical College and Research Institute,MBBS,ST,,,,80017,80017
College Government Medical College Alwar,MBBS,EWS,,,,9932,9932
College Government Medical College Alwar,MBBS,GN,,,,7963,7963
College Government Medical College Alwar,MBBS,OBC,,,,8249,8249
College Government Medical College Alwar,MBBS,SC,,,,48016,48016
College Government Medical College Alwar,MBBS,ST,,,,66834,66834
College of Medicine and JNM Hospital,MBBS,GN,9939,,,,
College of Medicine and JNM Hospital,MBBS,GN PWD,396278,,,,
College of Medicine and JNM Hospital,MBBS,SC,52830,,,,
College of Medicine and JNM Hospital,MBBS,ST,91720,,,,
College of Nursing Ahilya Bai College of Nursing,B.Sc. Nursing,EWS,,106486,,142756,142756
College of Nursing Ahilya Bai College of Nursing,B.Sc. Nursing,GN,,75904,,96566,96566
College of Nursing Ahilya Bai College of Nursing,B.Sc. Nursing,OBC,,100575,,176193,176193
College of Nursing Ahilya Bai College of Nursing,B.Sc. Nursing,SC,,163406,,241079,241079
College of Nursing Ahilya Bai College of Nursing,B.Sc. Nursing,ST,,406916,,399698,399698
College of Nursing BHU,B.Sc. Nursing,EWS,,56577,54610,60912,60912
College of Nursing BHU,B.Sc. Nursing,GN,,36450,42472,46830,46830
College of Nursing BHU,B.Sc. Nursing,OBC,,45248,51827,57579,57579
College of Nursing BHU,B.Sc. Nursing,OBC PWD,,778302,,,
College of Nursing BHU,B.Sc. Nursing,SC,,134365,147801,182093,182093
College of Nursing BHU,B.Sc. Nursing,ST,,155906,176438,278731,278731
College of Nursing Bhopal Nursing College,B.Sc. Nursing,EWS,,65779,,,
College of Nursing Bhopal Nursing College,B.Sc. Nursing,GN,,31332,,,
College of Nursing Bhopal Nursing College,B.Sc. Nursing,OBC,,42613,,,
College of Nursing Bhopal Nursing College,B.Sc. Nursing,SC,,123718,,,
College of Nursing Bhopal Nursing College,B.Sc. Nursing,SC PWD,,685456,,,
College of Nursing Bhopal Nursing College,B.Sc. Nursing,ST,,152339,,,
College of Nursing Dr. RML Hospital,B.Sc. Nursing,EWS,,68536,68546,104786,104786
College of Nursing Dr. RML Hospital,B.Sc. Nursing,GN,,77752,50841,62308,62308
College of Nursing Dr. RML Hospital,B.Sc. Nursing,OBC,,143404,69908,91308,91308
College of Nursing Dr. RML Hospital,B.Sc. Nursing,SC,,141538,145244,205026,205026
College of Nursing Dr. RML Hospital,B.Sc. Nursing,SC PWD,,910178,,,
College of Nursing Dr. RML Hospital,B.Sc. Nursing,ST,,218416,213571,286218,286218
College of Nursing Florence Nightingale CON,B.Sc. Nursing,EWS,,174358,230706,199050,199050
College of Nursing Florence Nightingale CON,B.Sc. Nursing,GN,,766648,452061,146599,146599
College of Nursing Florence Nightingale CON,B.Sc. Nursing,OBC,,168783,202753,193507,193507
College of Nursing Florence Nightingale CON,B.Sc. Nursing,SC,,202566,291050,270462,270462
College of Nursing Florence Nightingale CON,B.Sc. Nursing,ST,,709861,361970,456723,456723
College of Nursing Kasturba Hospital,B.Sc. Nursing,EWS,,,100313,,
College of Nursing Kasturba Hospital,B.Sc. Nursing,GN,,,382395,,
College of Nursing Kasturba Hospital,B.Sc. Nursing,OBC,,,130965,,
College of Nursing Kasturba Hospital,B.Sc. Nursing,SC,,,194344,,
College of Nursing Kasturba Hospital,B.Sc. Nursing,ST,,,421124,,
College of Nursing LHMC,B.Sc. Nursing,EWS,,70952,79776,83440,83440
College of Nursing LHMC,B.Sc. Nursing,GN,,53674,371994,72545,72545
College of Nursing LHMC,B.Sc. Nursing,GN PWD,,747213,,,
College of Nursing LHMC,B.Sc. Nursing,OBC,,158183,78117,88361,88361
College of Nursing LHMC,B.Sc. Nursing,SC,,153393,155895,219450,219450
College of Nursing LHMC,B.Sc. Nursing,ST,,199976,165904,283807,283807
College of Nursing RAK CON,B.Sc. Nursing,EWS,,86744,90802,117969,117969
College of Nursing RAK CON,B.Sc. Nursing,GN,,72589,722315,94388,94388
College of Nursing RAK CON,B.Sc. Nursing,OBC,,153986,87822,107570,107570
College of Nursing RAK CON,B.Sc. Nursing,OBC PWD,,,746597,,
College of Nursing RAK CON,B.Sc. Nursing,SC,,161171,174442,237885,237885
College of Nursing RAK CON,B.Sc. Nursing,ST,,228619,234726,319476,319476
College of Nursing Safdarjung Hospital,B.Sc. Nursing,EWS,,69806,89135,104241,104241
College of Nursing Safdarjung Hospital,B.Sc. Nursing,GN,,355755,69816,70137,70137
College of Nursing Safdarjung Hospital,B.Sc. Nursing,OBC,,75720,78497,158571,158571
College of Nursing Safdarjung Hospital,B.Sc. Nursing,SC,,149413,175383,213318,213318
College of Nursing Safdarjung Hospital,B.Sc. Nursing,ST,,202305,213971,317096,317096
DATTA MEGHE MEDICAL COLLEGE WANADONGRI HINGNA NAGPUR,MBBS,EWS,,476935,473008,676012,676012
DATTA MEGHE MEDICAL COLLEGE WANADONGRI HINGNA NAGPUR,MBBS,GN,,703840,763328,992516,992516
DATTA MEGHE MEDICAL COLLEGE WANADONGRI HINGNA NAGPUR,MBBS,OBC,,513717,737699,1033120,1033120
DATTA MEGHE MEDICAL COLLEGE WANADONGRI HINGNA NAGPUR,MBBS,SC,,482624,490673,985212,985212
DATTA MEGHE MEDICAL COLLEGE WANADONGRI HINGNA NAGPUR,MBBS,ST,,,490539,450370,450370
DC,BDS,EWS,16450,21311,28146,26953,26953
DC,BDS,GN,13651,18404,13957,,
DC,BDS,GN PWD,522877,,,,
DC,BDS,OBC,15309,20220,27169,27319,27319
DC,BDS,SC,78579,80541,94577,136240,136240
DC,BDS,ST,98912,,145247,,
DR RML HOSPITAL,MBBS,EWS,662,,,,
DR RML HOSPITAL,MBBS,GN,448,,,,
DR RML HOSPITAL,MBBS,GN PWD,108049,,,,
DR RML HOSPITAL,MBBS,OBC,670,,,,
DR RML HOSPITAL,MBBS,SC,7335,,,,
DR RML HOSPITAL,MBBS,ST,21227,,,,
DR. R. AHMED DENT.COLL & HOSP,BDS,EWS,,23221,28794,32965,32965
DR. R. AHMED DENT.COLL & HOSP,BDS,GN,18382,22604,23947,31207,31207
DR. R. AHMED DENT.COLL & HOSP,BDS,GN PWD,544395,,,,
DR. R. AHMED DENT.COLL & HOSP,BDS,OBC,,24599,30754,34852,34852
DR. R. AHMED DENT.COLL & HOSP,BDS,OBC PWD,,,,1091018,1091018
DR. R. AHMED DENT.COLL & HOSP,BDS,SC,85788,98101,107957,143993,143993
DR. R. AHMED DENT.COLL & HOSP,BDS,ST,113705,116304,135557,181703,181703
DR. VAISHAMPAYAM MEMORIAL M.C.,MBBS,EWS,,10227,11840,11599,11599
DR. VAISHAMPAYAM MEMORIAL M.C.,MBBS,EWS PWD,,372719,,,
DR. VAISHAMPAYAM MEMORIAL M.C.,MBBS,GN,9177,8804,9719,9477,9477
DR. VAISHAMPAYAM MEMORIAL M.C.,MBBS,GN PWD,164874,,,,
DR. VAISHAMPAYAM MEMORIAL M.C.,MBBS,OBC,,10405,11298,11630,11630
DR. VAISHAMPAYAM MEMORIAL M.C.,MBBS,OBC PWD,,318048,583873,488912,488912
DR. VAISHAMPAYAM MEMORIAL M.C.,MBBS,SC,57226,59068,62136,70120,70120
DR. VAISHAMPAYAM MEMORIAL M.C.,MBBS,ST,84872,88607,99006,104114,104114
DR.RAJENDRA PRASAD MC,MBBS,EWS,,5327,5040,5307,5307
DR.RAJENDRA PRASAD MC,MBBS,EWS PWD,,541595,,,
DR.RAJENDRA PRASAD MC,MBBS,GN,5236,3821,4558,4420,4420
DR.RAJENDRA PRASAD MC,MBBS,GN PWD,298335,,,299580,299580
DR.RAJENDRA PRASAD MC,MBBS,OBC,,6527,5949,5907,5907
DR.RAJENDRA PRASAD MC,MBBS,SC,36300,34883,45037,41593,41593
DR.RAJENDRA PRASAD MC,MBBS,SC PWD,444443,,,,
DR.RAJENDRA PRASAD MC,MBBS,ST,32974,67623,66722,49048,49048
DR.S.C.GOVT MEDICAL COLLEGE,MBBS,EWS,,11490,13011,12986,12986
DR.S.C.GOVT MEDICAL COLLEGE,MBBS,GN,10024,9567,10839,11255,11255
DR.S.C.GOVT MEDICAL COLLEGE,MBBS,GN PWD,10540,,,477287,477287
DR.S.C.GOVT MEDICAL COLLEGE,MBBS,OBC,,12133,12370,12623,12623
DR.S.C.GOVT MEDICAL COLLEGE,MBBS,OBC PWD,,350780,,,
DR.S.C.GOVT MEDICAL COLLEGE,MBBS,SC,55402,57214,71980,76556,76556
DR.S.C.GOVT MEDICAL COLLEGE,MBBS,ST,77980,87974,102507,112572,112572
DR.S.N. MEDICAL COLLEGE,MBBS,EWS,,3126,4129,4604,4604
DR.S.N. MEDICAL COLLEGE,MBBS,EWS PWD,,421951,446765,493593,493593
DR.S.N. MEDICAL COLLEGE,MBBS,GN,3060,2476,2608,3362,3362
DR.S.N. MEDICAL COLLEGE,MBBS,GN PWD,198866,,,,
DR.S.N. MEDICAL COLLEGE,MBBS,OBC,,2898,3659,3901,3901
DR.S.N. MEDICAL COLLEGE,MBBS,OBC PWD,,215267,554985,509997,509997
DR.S.N. MEDICAL COLLEGE,MBBS,SC,22254,22770,29700,28489,28489
DR.S.N. MEDICAL COLLEGE,MBBS,SC PWD,320039,550505,,,
DR.S.N. MEDICAL COLLEGE,MBBS,ST,40009,35729,32247,29729,29729
DR.Z.A.D.C.,BDS,GN,271869,,,,
DR.Z.A.D.C.,BDS,GN PWD,473551,,,,
Darbhanga Medical College,MBBS,EWS,,7476,8043,8524,8524
Darbhanga Medical College,MBBS,GN,6634,6097,6642,7470,7470
Darbhanga Medical College,MBBS,OBC,,7316,8087,8261,8261
Darbhanga Medical College,MBBS,OBC PWD,,,,451397,451397
Darbhanga Medical College,MBBS,SC,46375,54484,51550,65263,65263
Darbhanga Medical College,MBBS,ST,42694,80128,92001,100870,100870
Deben Mahata Government Medical College & Hospital,MBBS,EWS,,12614,16019,17872,17872
Deben Mahata Government Medical College & Hospital,MBBS,GN,,12289,12819,16398,16398
Deben Mahata Government Medical College & Hospital,MBBS,GN PWD,,299155,,,
Deben Mahata Government Medical College & Hospital,MBBS,OBC,,13329,14520,17116,17116
Deben Mahata Government Medical College & Hospital,MBBS,OBC PWD,,,,851913,851913
Deben Mahata Government Medical College & Hospital,MBBS,SC,,70572,74330,88141,88141
Deben Mahata Government Medical College & Hospital,MBBS,ST,,95975,117600,134505,134505
Dental Institue,BDS,EWS,,22904,26033,32208,32208
Dental Institue,BDS,GN,17522,,20578,22118,22118
Dental Institue,BDS,OBC,,21874,27846,28488,28488
Dental Institue,BDS,SC,83993,94643,109956,116747,116747
Dental Institue,BDS,ST,104671,127984,130300,173948,173948
Dhubri Medical College,MBBS,EWS,,,,19961,19961
Dhubri Medical College,MBBS,GN,,,,18334,18334
Dhubri Medical College,MBBS,GN PWD,,,,839683,839683
Dhubri Medical College,MBBS,OBC,,,,19058,19058
Dhubri Medical College,MBBS,OBC PWD,,,,1000685,1000685
Dhubri Medical College,MBBS,SC,,,,99606,99606
Dhubri Medical College,MBBS,ST,,,,108949,108949
Diamond Harbour Govt Medical College,MBBS,EWS,,11137,12371,15052,15052
Diamond Harbour Govt Medical College,MBBS,GN,10694,8768,10520,11809,11809
Diamond Harbour Govt Medical College,MBBS,GN PWD,,,746308,,
Diamond Harbour Govt Medical College,MBBS,OBC,,11705,12157,13661,13661
Diamond Harbour Govt Medical College,MBBS,SC,63249,60769,60986,61225,61225
Diamond Harbour Govt Medical College,MBBS,ST,92022,94646,114741,105159,105159
Diphu Medical College & Hospital,MBBS,EWS,,13830,17395,20524,20524
Diphu Medical College & Hospital,MBBS,GN,,13086,15669,18429,18429
Diphu Medical College & Hospital,MBBS,OBC,,14330,16696,19098,19098
Diphu Medical College & Hospital,MBBS,SC,,72157,82047,97199,97199
Diphu Medical College & Hospital,MBBS,ST,,97982,109305,94335,94335
"Dr Ram Manohar Lohia Inst. of Med.
Sce.",MBBS,EWS,,3183,,,
"Dr Ram Manohar Lohia Inst. of Med.
Sce.",MBBS,EWS PWD,,200714,,,
"Dr Ram Manohar Lohia Inst. of Med.
Sce.",MBBS,GN,2650,2586,,,
"Dr Ram Manohar Lohia Inst. of Med.
Sce.",MBBS,GN PWD,116919,,,,
"Dr Ram Manohar Lohia Inst. of Med.
Sce.",MBBS,OBC,,3470,,,
"Dr Ram Manohar Lohia Inst. of Med.
Sce.",MBBS,OBC PWD,,234427,,,
"Dr Ram Manohar Lohia Inst. of Med.
Sce.",MBBS,SC,22152,28475,,,
"Dr Ram Manohar Lohia Inst. of Med.
Sce.",MBBS,SC PWD,379295,389240,,,
"Dr Ram Manohar Lohia Inst. of Med.
Sce.",MBBS,ST,53502,54060,,,
Dr Ram Manohar Lohia Inst. of Med. Sce.,MBBS,EWS,,,3185,4022,4022
Dr Ram Manohar Lohia Inst. of Med. Sce.,MBBS,GN,,,2179,2683,2683
Dr Ram Manohar Lohia Inst. of Med. Sce.,MBBS,GN PWD,,,,206722,206722
Dr Ram Manohar Lohia Inst. of Med. Sce.,MBBS,OBC,,,3710,3983,3983
Dr Ram Manohar Lohia Inst. of Med. Sce.,MBBS,OBC PWD,,,301637,345945,345945
Dr Ram Manohar Lohia Inst. of Med. Sce.,MBBS,SC,,,36588,24778,24778
Dr Ram Manohar Lohia Inst. of Med. Sce.,MBBS,ST,,,38480,50732,50732
Dr. B.R. Ambedkar State Institute of Medical Sciences,MBBS,EWS,,7725,6632,7688,7688
Dr. B.R. Ambedkar State Institute of Medical Sciences,MBBS,GN,,5478,4845,3596,3596
Dr. B.R. Ambedkar State Institute of Medical Sciences,MBBS,GN PWD,,255262,,,
Dr. B.R. Ambedkar State Institute of Medical Sciences,MBBS,OBC,,8486,8068,6014,6014
Dr. B.R. Ambedkar State Institute of Medical Sciences,MBBS,OBC PWD,,381807,,,
Dr. B.R. Ambedkar State Institute of Medical Sciences,MBBS,SC,,43648,47255,43640,43640
Dr. B.R. Ambedkar State Institute of Medical Sciences,MBBS,ST,,66169,78001,47000,47000
Dr. B.S.A. Medical College,MBBS,EWS,,1613,938,1797,1797
Dr. B.S.A. Medical College,MBBS,GN,1216,621,767,1192,1192
Dr. B.S.A. Medical College,MBBS,OBC,,2137,1740,2020,2020
Dr. B.S.A. Medical College,MBBS,OBC PWD,,,210039,,
Dr. B.S.A. Medical College,MBBS,SC,17766,13533,11111,15472,15472
Dr. B.S.A. Medical College,MBBS,SC PWD,,,624607,,
Dr. B.S.A. Medical College,MBBS,ST,32216,33765,35201,17899,17899
"Dr. DY Patil Dental College and Hosp.
Navi Mumbai",BDS,GN,792791,764143,,,
"Dr. DY Patil Dental College and Hosp.
Navi Mumbai",BDS,OBC,,914909,,,
"Dr. DY Patil Dental College and Hosp.
Navi Mumbai",BDS,SC,,751949,,,
"Dr. DY Patil Dental College and Hosp.
Pune",BDS,EWS,,676065,,,
"Dr. DY Patil Dental College and Hosp.
Pune",BDS,GN,804240,696708,,,
"Dr. DY Patil Dental College and Hosp.
Pune",BDS,OBC,,682980,,,
"Dr. DY Patil Dental College and Hosp.
Pune",BDS,SC,,287903,,,
"Dr. DY Patil Dental College and Hosp.
Pune",BDS,ST,,434695,,,
Dr. DY Patil Dental College and Hosp. Navi Mumbai,BDS,EWS,,,,907662,907662
Dr. DY Patil Dental College and Hosp. Navi Mumbai,BDS,GN,,,854599,945199,945199
Dr. DY Patil Dental College and Hosp. Navi Mumbai,BDS,OBC,,,1043990,898826,898826
Dr. DY Patil Dental College and Hosp. Navi Mumbai,BDS,SC,,,866452,875603,875603
Dr. DY Patil Dental College and Hosp. Pune,BDS,EWS,,,,733250,733250
Dr. DY Patil Dental College and Hosp. Pune,BDS,GN,,,707789,1137604,1137604
Dr. DY Patil Dental College and Hosp. Pune,BDS,OBC,,,705868,758469,758469
Dr. DY Patil Dental College and Hosp. Pune,BDS,SC,,,700045,763795,763795
Dr. DY Patil Medical College,MBBS,EWS,,317242,385120,559003,559003
Dr. DY Patil Medical College,MBBS,GN,636268,545420,850602,1160833,1160833
Dr. DY Patil Medical College,MBBS,OBC,,543598,1029490,1263810,1263810
Dr. DY Patil Medical College,MBBS,OBC PWD,,,,552457,552457
Dr. DY Patil Medical College,MBBS,SC,,543497,913456,889704,889704
Dr. DY Patil Medical College,MBBS,ST,,360168,,549511,549511
Dr. DY Patil Medical College and Hospt.,MBBS,EWS,,475625,424683,562584,562584
Dr. DY Patil Medical College and Hospt.,MBBS,GN,424405,488336,873923,1154944,1154944
Dr. DY Patil Medical College and Hospt.,MBBS,OBC,,436937,765091,1390814,1390814
Dr. DY Patil Medical College and Hospt.,MBBS,SC,,461856,461584,547346,547346
Dr. DY Patil Medical College and Hospt.,MBBS,ST,,373529,773050,,
Dr. DYP Edu. Soc. Deemed Uni.,MBBS,EWS,,348144,320013,912860,912860
Dr. DYP Edu. Soc. Deemed Uni.,MBBS,GN,396292,392739,322169,1043836,1043836
Dr. DYP Edu. Soc. Deemed Uni.,MBBS,OBC,,389002,321274,1046569,1046569
Dr. DYP Edu. Soc. Deemed Uni.,MBBS,SC,,393518,305642,899120,899120
Dr. R. N. Cooper General Hospital,MBBS,EWS,,6252,,,
Dr. R. N. Cooper General Hospital,MBBS,GN,3986,3534,,,
Dr. R. N. Cooper General Hospital,MBBS,GN PWD,305713,,,,
Dr. R. N. Cooper General Hospital,MBBS,OBC,,6367,,,
Dr. R. N. Cooper General Hospital,MBBS,OBC PWD,,218562,,,
Dr. R. N. Cooper General Hospital,MBBS,SC,37049,45813,,,
Dr. R. N. Cooper General Hospital,MBBS,ST,63902,70482,,,
Dr. YS Parmar Govt. Medical College,MBBS,EWS,,8576,9577,8957,8957
Dr. YS Parmar Govt. Medical College,MBBS,GN,7498,6382,6469,6832,6832
Dr. YS Parmar Govt. Medical College,MBBS,GN PWD,,282638,516909,,
Dr. YS Parmar Govt. Medical College,MBBS,OBC,,8210,8894,9220,9220
Dr. YS Parmar Govt. Medical College,MBBS,OBC PWD,,,889411,,
Dr. YS Parmar Govt. Medical College,MBBS,SC,46653,49340,52713,60786,60786
Dr. YS Parmar Govt. Medical College,MBBS,ST,56773,75390,85904,86289,86289
Dr. Ziauddin Ahmed Dental College and Hospital,BDS,EWS,,32938,36901,32037,32037
Dr. Ziauddin Ahmed Dental College and Hospital,BDS,GN,,358034,320799,532471,532471
Dr. Ziauddin Ahmed Dental College and Hospital,BDS,GN PWD,,584987,,,
Dr. Ziauddin Ahmed Dental College and Hospital,BDS,OBC,,33439,38232,47476,47476
Dr. Ziauddin Ahmed Dental College and Hospital,BDS,OBC PWD,,484394,,,
Dr.Radhakrishnan Government Medical College,MBBS,EWS,,,10560,10529,10529
Dr.Radhakrishnan Government Medical College,MBBS,GN,,,7601,7806,7806
Dr.Radhakrishnan Government Medical College,MBBS,OBC,,,9442,9377,9377
Dr.Radhakrishnan Government Medical College,MBBS,SC,,,57278,51890,51890
Dr.Radhakrishnan Government Medical College,MBBS,ST,,,89010,74780,74780
ESI-MC&PGIMS&R,MBBS,EW PWD,427966,,,,
ESI-MC&PGIMS&R,MBBS,EWS,6293,74575,46317,41792,41792
