College,Course,Category,Allotted_Rank_2023,Allotted_Rank_2024
Indian Institute  Of Technology (Ism) Dhanbad,"CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,4270,4373
Indian Institute  Of Technology (Ism) Dhanbad,"CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,11895,11657
Indian Institute  Of Technology (Ism) Dhanbad,"CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,2187,2251
Indian Institute  Of Technology (Ism) Dhanbad,"CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1417,1548
Indian Institute  Of Technology (Ism) Dhanbad,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,422,440
Indian Institute  Of Technology (Ism) Dhanbad,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS (PWD),21,13P
Indian Institute  Of Technology (Ism) Dhanbad,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,1050,1205
Indian Institute  Of Technology (Ism) Dhanbad,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL (PWD),48P,90P
Indian Institute  Of Technology (Ism) Dhanbad,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,2862,3594
Indian Institute  Of Technology (Ism) Dhanbad,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),57P,37P
Indian Institute  Of Technology (Ism) Dhanbad,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,607,684
Indian Institute  Of Technology (Ism) Dhanbad,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,243,304
Indian Institute  Of Technology (Ism) Dhanbad,"ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,1021,1064
Indian Institute  Of Technology (Ism) Dhanbad,"ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,2640,2634
Indian Institute  Of Technology (Ism) Dhanbad,"ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,12322,14036
Indian Institute  Of Technology (Ism) Dhanbad,"ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),183P,302P
Indian Institute  Of Technology (Ism) Dhanbad,"ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,1335,1459
Indian Institute  Of Technology (Ism) Dhanbad,"ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1190,1308
Indian Institute  Of Technology (Ism) Dhanbad,"ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,1471,1855
Indian Institute  Of Technology (Ism) Dhanbad,"ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,1922,2022
Indian Institute  Of Technology (Ism) Dhanbad,"ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL (PWD),31P,100P
Indian Institute  Of Technology (Ism) Dhanbad,"ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,10150,10736
Indian Institute  Of Technology (Ism) Dhanbad,"ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),184,77P
Indian Institute  Of Technology (Ism) Dhanbad,"ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,1099,1199
Indian Institute  Of Technology (Ism) Dhanbad,"ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,433,627
Indian Institute  Of Technology (Ism) Dhanbad,"ENGINEERING PHYSICS (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,1916,1557
Indian Institute  Of Technology (Ism) Dhanbad,"ENGINEERING PHYSICS (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,4150,4151
Indian Institute  Of Technology (Ism) Dhanbad,"ENGINEERING PHYSICS (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,10216,9412
Indian Institute  Of Technology (Ism) Dhanbad,"ENGINEERING PHYSICS (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,2474,2255
Indian Institute  Of Technology (Ism) Dhanbad,"ENGINEERING PHYSICS (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1310,1187
Indian Institute  Of Technology (Ism) Dhanbad,"ENVIRONMENTAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,2207,2190
Indian Institute  Of Technology (Ism) Dhanbad,"ENVIRONMENTAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,5278,5263
Indian Institute  Of Technology (Ism) Dhanbad,"ENVIRONMENTAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,13991,13942
Indian Institute  Of Technology (Ism) Dhanbad,"ENVIRONMENTAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,2859,2912
Indian Institute  Of Technology (Ism) Dhanbad,"ENVIRONMENTAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1317,1360
Indian Institute  Of Technology (Ism) Dhanbad,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,1381,1413
Indian Institute  Of Technology (Ism) Dhanbad,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,3442,3581
Indian Institute  Of Technology (Ism) Dhanbad,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,16919,18281
Indian Institute  Of Technology (Ism) Dhanbad,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,1874,1949
Indian Institute  Of Technology (Ism) Dhanbad,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1293,1639
Indian Institute  Of Technology (Ism) Dhanbad,"MINERAL AND METALLURGICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,2112,2079
Indian Institute  Of Technology (Ism) Dhanbad,"MINERAL AND METALLURGICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,4904,5161
Indian Institute  Of Technology (Ism) Dhanbad,"MINERAL AND METALLURGICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,13143,13085
Indian Institute  Of Technology (Ism) Dhanbad,"MINERAL AND METALLURGICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,2725,2559
Indian Institute  Of Technology (Ism) Dhanbad,"MINERAL AND METALLURGICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1316,1274
Indian Institute  Of Technology (Ism) Dhanbad,"MINING ENGINEERING  (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,2174,2105
Indian Institute  Of Technology (Ism) Dhanbad,"MINING ENGINEERING  (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,4969,5013
Indian Institute  Of Technology (Ism) Dhanbad,"MINING ENGINEERING  (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,13863,13669
Indian Institute  Of Technology (Ism) Dhanbad,"MINING ENGINEERING  (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,2656,2741
Indian Institute  Of Technology (Ism) Dhanbad,"MINING ENGINEERING  (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1202,1171
Indian Institute  Of Technology (Ism) Dhanbad,"MINING MACHINERY ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,2202,2181
Indian Institute  Of Technology (Ism) Dhanbad,"MINING MACHINERY ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,5217,5238
Indian Institute  Of Technology (Ism) Dhanbad,"MINING MACHINERY ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,14275,13974
Indian Institute  Of Technology (Ism) Dhanbad,"MINING MACHINERY ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,2813,2820
Indian Institute  Of Technology (Ism) Dhanbad,"MINING MACHINERY ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1246,1234
Indian Institute  Of Technology (Ism) Dhanbad,"PETROLEUM ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,1871,1721
Indian Institute  Of Technology (Ism) Dhanbad,"PETROLEUM ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,4182,4172
Indian Institute  Of Technology (Ism) Dhanbad,"PETROLEUM ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,12171,11527
Indian Institute  Of Technology (Ism) Dhanbad,"PETROLEUM ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,2409,2501
Indian Institute  Of Technology (Ism) Dhanbad,"PETROLEUM ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1006,1018
Indian Institute  Of Technology Bhubaneswar,"CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,1977,1975
Indian Institute  Of Technology Bhubaneswar,"CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,4642,4796
Indian Institute  Of Technology Bhubaneswar,"CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,12911,13018
Indian Institute  Of Technology Bhubaneswar,"CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,2441,2485
Indian Institute  Of Technology Bhubaneswar,"CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1349,1626
Indian Institute  Of Technology Bhubaneswar,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,345,415
Indian Institute  Of Technology Bhubaneswar,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,1065,1220
Indian Institute  Of Technology Bhubaneswar,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL (PWD),41,31
Indian Institute  Of Technology Bhubaneswar,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,2806,3404
Indian Institute  Of Technology Bhubaneswar,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),168,197
Indian Institute  Of Technology Bhubaneswar,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,426,596
Indian Institute  Of Technology Bhubaneswar,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,250,342
Indian Institute  Of Technology Bhubaneswar,"ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,1055,1120
Indian Institute  Of Technology Bhubaneswar,"ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,2574,2710
Indian Institute  Of Technology Bhubaneswar,"ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,11718,14060
Indian Institute  Of Technology Bhubaneswar,"ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),150P,262P
Indian Institute  Of Technology Bhubaneswar,"ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,1419,2081
Indian Institute  Of Technology Bhubaneswar,"ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1022,1079
Indian Institute  Of Technology Bhubaneswar,"ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,1369,1431
Indian Institute  Of Technology Bhubaneswar,"ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,1951,1955
Indian Institute  Of Technology Bhubaneswar,"ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,4641,4798
Indian Institute  Of Technology Bhubaneswar,"ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),145,59
Indian Institute  Of Technology Bhubaneswar,"ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,1396,1915
Indian Institute  Of Technology Bhubaneswar,"ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1021,910
Indian Institute  Of Technology Bhubaneswar,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,1447,1448
Indian Institute  Of Technology Bhubaneswar,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,3555,3687
Indian Institute  Of Technology Bhubaneswar,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,17402,18217
Indian Institute  Of Technology Bhubaneswar,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,2016,2089
Indian Institute  Of Technology Bhubaneswar,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1481,1735
Indian Institute  Of Technology Bhubaneswar,"METALLURGICAL AND MATERIALS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,2100,2170
Indian Institute  Of Technology Bhubaneswar,"METALLURGICAL AND MATERIALS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,5067,4958
Indian Institute  Of Technology Bhubaneswar,"METALLURGICAL AND MATERIALS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,13394,13429
Indian Institute  Of Technology Bhubaneswar,"METALLURGICAL AND MATERIALS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,2743,2611
Indian Institute  Of Technology Bhubaneswar,"METALLURGICAL AND MATERIALS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1051,1202
Indian Institute  Of Technology Bombay,"AEROSPACE ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,1241,1409
Indian Institute  Of Technology Bombay,"AEROSPACE ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,1499,1448
Indian Institute  Of Technology Bombay,"AEROSPACE ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL (PWD),52P,62
Indian Institute  Of Technology Bombay,"AEROSPACE ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,2568,2388
Indian Institute  Of Technology Bombay,"AEROSPACE ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),104,41P
Indian Institute  Of Technology Bombay,"AEROSPACE ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,1541,1493
Indian Institute  Of Technology Bombay,"AEROSPACE ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,365,424
Indian Institute  Of Technology Bombay,"BS IN MATHEMATICS (4 YEARS, BACHELOR OF SCIENCE)",EWS,652,360
