College,Course,Category,Predicted_Rank_2025,Allotted_Rank_2020,Allotted_Rank_2021,Allotted_Rank_2022,Allotted_Rank_2023,Allotted_Rank_2024
CHIKKABALLAPURA INSTITUTE OF MEDICAL SCIENCES,MBBS,GN,10986.77,,,15040,13668,13668
CHIKKABALLAPURA INSTITUTE OF MEDICAL SCIENCES,MBBS,OBC,14212.27,,,15715,15401,15401
CHIKKABALLAPURA INSTITUTE OF MEDICAL SCIENCES,MBBS,OBC PWD,816699.055,,,,894559,894559
CHIKKABALLAPURA INSTITUTE OF MEDICAL SCIENCES,MBBS,SC,79520.345,,,81861,90134,90134
CHIKKABALLAPURA INSTITUTE OF MEDICAL SCIENCES,MBBS,ST,101510.205,,,89639,108333,108333
COIMBATORE MEDICAL COLLEGE,MBBS,EWS,14103.55,,7418,10131,12278,12278
COIMBATORE MEDICAL COLLEGE,MBBS,GN,4372.485,3682,2591,4468,3536,3536
COIMBATORE MEDICAL COLLEGE,MBBS,OBC,6123.69,,4832,5709,4434,4434
COIMBATORE MEDICAL COLLEGE,MBBS,SC,47741.28,30111,38206,45794,41257,41257
COIMBATORE MEDICAL COLLEGE,MBBS,SC PWD,919113.97,,,,888733,888733
COIMBATORE MEDICAL COLLEGE,MBBS,ST,110633.565,59988,68153,105860,67752,67752
COLLEGE OF MEDICINE and JNM HOSPITAL,MBBS,EWS,17378.76,,8347,11692,12741,12741
COLLEGE OF MEDICINE and JNM HOSPITAL,MBBS,EWS PWD,913032.8,,401301,,620436,620436
COLLEGE OF MEDICINE and JNM HOSPITAL,MBBS,GN,12761.165,,7791,8389,9588,9588
COLLEGE OF MEDICINE and JNM HOSPITAL,MBBS,OBC,13942.545,,9144,9806,11581,11581
COLLEGE OF MEDICINE and JNM HOSPITAL,MBBS,SC,67554.095,,42643,59332,57707,57707
COLLEGE OF MEDICINE and JNM HOSPITAL,MBBS,ST,112390.385,,90410,89718,97192,97192
Chandulal Chandrakar Memorial Government Medical College,MBBS,EWS,45242.44,,,,18136,18136
Chandulal Chandrakar Memorial Government Medical College,MBBS,EWS PWD,1043560.535,,,,1083928,1083928
Chandulal Chandrakar Memorial Government Medical College,MBBS,GN,29856.43,,,,14674,14674
Chandulal Chandrakar Memorial Government Medical College,MBBS,OBC,40472.635,,,,17381,17381
Chandulal Chandrakar Memorial Government Medical College,MBBS,OBC PWD,784353.105,,,,777876,777876
Chandulal Chandrakar Memorial Government Medical College,MBBS,SC,135668.565,,,,95013,95013
Chandulal Chandrakar Memorial Government Medical College,MBBS,ST,142272.81,,,,126558,126558
Chettinad Hos. and Res. Inst.,MBBS,EWS,546225.29,,292831,,824929,824929
Chettinad Hos. and Res. Inst.,MBBS,GN,719382.45,482060,687997,715629,825168,825168
Chettinad Hos. and Res. Inst.,MBBS,OBC,744561.06,,685481,881506,822854,822854
Chettinad Hos. and Res. Inst.,MBBS,SC,669663.76,,677456,696140,782892,782892
Chettinad Hos. and Res. Inst.,MBBS,ST,486001.035,,,,595044,595044
Chhindwara Institute of Medical Sciences,MBBS,EWS,149314.21,,10917,13049,15278,15278
Chhindwara Institute of Medical Sciences,MBBS,GN,64679.585,10480,9814,11829,12368,12368
Chhindwara Institute of Medical Sciences,MBBS,OBC,261326.295,,11881,12641,13896,13896
Chhindwara Institute of Medical Sciences,MBBS,SC,228326.835,56486,61927,69989,82425,82425
Chhindwara Institute of Medical Sciences,MBBS,ST,184989.265,74541,80732,89278,95921,95921
Chikkamagaluru Institute of Medical Sciences,MBBS,EWS,35524.645,,,17669,20350,20350
Chikkamagaluru Institute of Medical Sciences,MBBS,GN,19104.965,,,16250,15318,15318
Chikkamagaluru Institute of Medical Sciences,MBBS,GN PWD,741066.99,,,,792508,792508
Chikkamagaluru Institute of Medical Sciences,MBBS,OBC,33329.755,,,16770,17376,17376
Chikkamagaluru Institute of Medical Sciences,MBBS,SC,143871.475,,,84296,96128,96128
Chikkamagaluru Institute of Medical Sciences,MBBS,SC PWD,1009298.76,,,,1177404,1177404
Chikkamagaluru Institute of Medical Sciences,MBBS,ST,123936.165,,,92148,119713,119713
Chitradurga Medical College and Research Institute,MBBS,EWS,24306.09,,,,21579,21579
Chitradurga Medical College and Research Institute,MBBS,GN,20123.365,,,,16451,16451
Chitradurga Medical College and Research Institute,MBBS,OBC,21738.15,,,,18442,18442
Chitradurga Medical College and Research Institute,MBBS,SC,135786.85,,,,101159,101159
Chitradurga Medical College and Research Institute,MBBS,ST,94567.6,,,,80017,80017
College Government Medical College Alwar,MBBS,EWS,16033.815,,,,9932,9932
College Government Medical College Alwar,MBBS,GN,13753.56,,,,7963,7963
College Government Medical College Alwar,MBBS,OBC,16548.825,,,,8249,8249
College Government Medical College Alwar,MBBS,SC,118699.185,,,,48016,48016
College Government Medical College Alwar,MBBS,ST,76510.755,,,,66834,66834
College of Nursing Ahilya Bai College of Nursing,B.Sc. Nursing,EWS,139944.99,,106486,,142756,142756
College of Nursing Ahilya Bai College of Nursing,B.Sc. Nursing,GN,103959.225,,75904,,96566,96566
College of Nursing Ahilya Bai College of Nursing,B.Sc. Nursing,OBC,161921.19,,100575,,176193,176193
College of Nursing Ahilya Bai College of Nursing,B.Sc. Nursing,SC,231617.06,,163406,,241079,241079
College of Nursing Ahilya Bai College of Nursing,B.Sc. Nursing,ST,379186.15,,406916,,399698,399698
College of Nursing BHU,B.Sc. Nursing,EWS,65982.43,,56577,54610,60912,60912
College of Nursing BHU,B.Sc. Nursing,GN,54191.105,,36450,42472,46830,46830
College of Nursing BHU,B.Sc. Nursing,OBC,64037.96,,45248,51827,57579,57579
College of Nursing BHU,B.Sc. Nursing,SC,210604.235,,134365,147801,182093,182093
College of Nursing BHU,B.Sc. Nursing,ST,283468.835,,155906,176438,278731,278731
College of Nursing Dr. RML Hospital,B.Sc. Nursing,EWS,75317.58,,68536,68546,104786,104786
College of Nursing Dr. RML Hospital,B.Sc. Nursing,GN,65493.295,,77752,50841,62308,62308
College of Nursing Dr. RML Hospital,B.Sc. Nursing,OBC,94867.48,,143404,69908,91308,91308
College of Nursing Dr. RML Hospital,B.Sc. Nursing,SC,217681.91,,141538,145244,205026,205026
College of Nursing Dr. RML Hospital,B.Sc. Nursing,ST,297968.05,,218416,213571,286218,286218
College of Nursing Florence Nightingale CON,B.Sc. Nursing,EWS,187338.945,,174358,230706,199050,199050
College of Nursing Florence Nightingale CON,B.Sc. Nursing,GN,154132.11,,766648,452061,146599,146599
College of Nursing Florence Nightingale CON,B.Sc. Nursing,OBC,187742.365,,168783,202753,193507,193507
College of Nursing Florence Nightingale CON,B.Sc. Nursing,SC,262252.885,,202566,291050,270462,270462
College of Nursing Florence Nightingale CON,B.Sc. Nursing,ST,452381.605,,709861,361970,456723,456723
College of Nursing LHMC,B.Sc. Nursing,EWS,87541.69,,70952,79776,83440,83440
College of Nursing LHMC,B.Sc. Nursing,GN,82255.83,,53674,371994,72545,72545
College of Nursing LHMC,B.Sc. Nursing,OBC,104813.88,,158183,78117,88361,88361
College of Nursing LHMC,B.Sc. Nursing,SC,222536.47,,153393,155895,219450,219450
College of Nursing LHMC,B.Sc. Nursing,ST,307221.445,,199976,165904,283807,283807
College of Nursing RAK CON,B.Sc. Nursing,EWS,116760.995,,86744,90802,117969,117969
College of Nursing RAK CON,B.Sc. Nursing,GN,105069.84,,72589,722315,94388,94388
College of Nursing RAK CON,B.Sc. Nursing,OBC,116290.715,,153986,87822,107570,107570
College of Nursing RAK CON,B.Sc. Nursing,SC,234552.575,,161171,174442,237885,237885
College of Nursing RAK CON,B.Sc. Nursing,ST,309339.545,,228619,234726,319476,319476
College of Nursing Safdarjung Hospital,B.Sc. Nursing,EWS,104915.535,,69806,89135,104241,104241
College of Nursing Safdarjung Hospital,B.Sc. Nursing,GN,78290.445,,355755,69816,70137,70137
College of Nursing Safdarjung Hospital,B.Sc. Nursing,OBC,147963.275,,75720,78497,158571,158571
College of Nursing Safdarjung Hospital,B.Sc. Nursing,SC,223341.59,,149413,175383,213318,213318
College of Nursing Safdarjung Hospital,B.Sc. Nursing,ST,313541.83,,202305,213971,317096,317096
DATTA MEGHE MEDICAL COLLEGE WANADONGRI HINGNA NAGPUR,MBBS,EWS,617330.565,,476935,473008,676012,676012
DATTA MEGHE MEDICAL COLLEGE WANADONGRI HINGNA NAGPUR,MBBS,GN,689578.045,,703840,763328,992516,992516
DATTA MEGHE MEDICAL COLLEGE WANADONGRI HINGNA NAGPUR,MBBS,OBC,603447.5,,513717,737699,1033120,1033120
DATTA MEGHE MEDICAL COLLEGE WANADONGRI HINGNA NAGPUR,MBBS,SC,707867.95,,482624,490673,985212,985212
DATTA MEGHE MEDICAL COLLEGE WANADONGRI HINGNA NAGPUR,MBBS,ST,387052.245,,,490539,450370,450370
DC,BDS,EWS,28733.515,16450,21311,28146,26953,26953
DC,BDS,OBC,45159.12,15309,20220,27169,27319,27319
DC,BDS,SC,136630.25,78579,80541,94577,136240,136240
DR. R. AHMED DENT.COLL & HOSP,BDS,EWS,32416.23,,23221,28794,32965,32965
DR. R. AHMED DENT.COLL & HOSP,BDS,GN,30675.03,18382,22604,23947,31207,31207
DR. R. AHMED DENT.COLL & HOSP,BDS,OBC,54400.555,,24599,30754,34852,34852
DR. R. AHMED DENT.COLL & HOSP,BDS,OBC PWD,999511.45,,,,1091018,1091018
DR. R. AHMED DENT.COLL & HOSP,BDS,SC,141433.25,85788,98101,107957,143993,143993
DR. R. AHMED DENT.COLL & HOSP,BDS,ST,174781.29,113705,116304,135557,181703,181703
DR. VAISHAMPAYAM MEMORIAL M.C.,MBBS,EWS,11215.77,,10227,11840,11599,11599
DR. VAISHAMPAYAM MEMORIAL M.C.,MBBS,GN,8898.63,9177,8804,9719,9477,9477
DR. VAISHAMPAYAM MEMORIAL M.C.,MBBS,OBC,11388.375,,10405,11298,11630,11630
DR. VAISHAMPAYAM MEMORIAL M.C.,MBBS,OBC PWD,525517.945,,318048,583873,488912,488912
DR. VAISHAMPAYAM MEMORIAL M.C.,MBBS,SC,62765.205,57226,59068,62136,70120,70120
DR. VAISHAMPAYAM MEMORIAL M.C.,MBBS,ST,91890.05,84872,88607,99006,104114,104114
DR.RAJENDRA PRASAD MC,MBBS,EWS,6741.94,,5327,5040,5307,5307
DR.RAJENDRA PRASAD MC,MBBS,GN,5161.915,5236,3821,4558,4420,4420
DR.RAJENDRA PRASAD MC,MBBS,GN PWD,339455.245,298335,,,299580,299580
DR.RAJENDRA PRASAD MC,MBBS,OBC,8356.655,,6527,5949,5907,5907
DR.RAJENDRA PRASAD MC,MBBS,SC,46667.615,36300,34883,45037,41593,41593
DR.RAJENDRA PRASAD MC,MBBS,ST,65256.55,32974,67623,66722,49048,49048
DR.S.C.GOVT MEDICAL COLLEGE,MBBS,EWS,11732.28,,11490,13011,12986,12986
DR.S.C.GOVT MEDICAL COLLEGE,MBBS,GN,10044.165,10024,9567,10839,11255,11255
DR.S.C.GOVT MEDICAL COLLEGE,MBBS,GN PWD,454146.08,10540,,,477287,477287
DR.S.C.GOVT MEDICAL COLLEGE,MBBS,OBC,11846.115,,12133,12370,12623,12623
DR.S.C.GOVT MEDICAL COLLEGE,MBBS,SC,69448.35,55402,57214,71980,76556,76556
DR.S.C.GOVT MEDICAL COLLEGE,MBBS,ST,77705.555,77980,87974,102507,112572,112572
DR.S.N. MEDICAL COLLEGE,MBBS,EWS,5878.035,,3126,4129,4604,4604
DR.S.N. MEDICAL COLLEGE,MBBS,EWS PWD,863879.575,,421951,446765,493593,493593
DR.S.N. MEDICAL COLLEGE,MBBS,GN,5288.04,3060,2476,2608,3362,3362
DR.S.N. MEDICAL COLLEGE,MBBS,OBC,5145.92,,2898,3659,3901,3901
DR.S.N. MEDICAL COLLEGE,MBBS,OBC PWD,534145.485,,215267,554985,509997,509997
DR.S.N. MEDICAL COLLEGE,MBBS,SC,43513.22,22254,22770,29700,28489,28489
DR.S.N. MEDICAL COLLEGE,MBBS,ST,50086.68,40009,35729,32247,29729,29729
Darbhanga Medical College,MBBS,EWS,10899.9,,7476,8043,8524,8524
Darbhanga Medical College,MBBS,GN,8041.67,6634,6097,6642,7470,7470
Darbhanga Medical College,MBBS,OBC,9211.125,,7316,8087,8261,8261
Darbhanga Medical College,MBBS,OBC PWD,599877.925,,,,451397,451397
Darbhanga Medical College,MBBS,SC,65718.18,46375,54484,51550,65263,65263
Darbhanga Medical College,MBBS,ST,101691.43,42694,80128,92001,100870,100870
Deben Mahata Government Medical College & Hospital,MBBS,EWS,17525.86,,12614,16019,17872,17872
Deben Mahata Government Medical College & Hospital,MBBS,GN,14175.735,,12289,12819,16398,16398
Deben Mahata Government Medical College & Hospital,MBBS,OBC,16060.11,,13329,14520,17116,17116
Deben Mahata Government Medical College & Hospital,MBBS,OBC PWD,774961.685,,,,851913,851913
Deben Mahata Government Medical College & Hospital,MBBS,SC,83154.19,,70572,74330,88141,88141
Deben Mahata Government Medical College & Hospital,MBBS,ST,126331.32,,95975,117600,134505,134505
Dental Institue,BDS,EWS,31172.94,,22904,26033,32208,32208
Dental Institue,BDS,GN,25984.155,17522,,20578,22118,22118
Dental Institue,BDS,OBC,50515.385,,21874,27846,28488,28488
Dental Institue,BDS,SC,122619.74,83993,94643,109956,116747,116747
Dental Institue,BDS,ST,172570.65,104671,127984,130300,173948,173948
Dhubri Medical College,MBBS,EWS,18838.045,,,,19961,19961
Dhubri Medical College,MBBS,GN,16586.265,,,,18334,18334
Dhubri Medical College,MBBS,GN PWD,740162.85,,,,839683,839683
Dhubri Medical College,MBBS,OBC,16408.7,,,,19058,19058
Dhubri Medical College,MBBS,OBC PWD,947812.38,,,,1000685,1000685
Dhubri Medical College,MBBS,SC,81271.25,,,,99606,99606
Dhubri Medical College,MBBS,ST,108559.615,,,,108949,108949
Diamond Harbour Govt Medical College,MBBS,EWS,16125.545,,11137,12371,15052,15052
Diamond Harbour Govt Medical College,MBBS,GN,15247.24,10694,8768,10520,11809,11809
Diamond Harbour Govt Medical College,MBBS,OBC,15456.51,,11705,12157,13661,13661
Diamond Harbour Govt Medical College,MBBS,SC,66370.315,63249,60769,60986,61225,61225
Diamond Harbour Govt Medical College,MBBS,ST,106205.795,92022,94646,114741,105159,105159
Diphu Medical College & Hospital,MBBS,EWS,18968.03,,13830,17395,20524,20524
Diphu Medical College & Hospital,MBBS,GN,16294.425,,13086,15669,18429,18429
Diphu Medical College & Hospital,MBBS,OBC,17873.655,,14330,16696,19098,19098
Diphu Medical College & Hospital,MBBS,SC,92256.315,,72157,82047,97199,97199
Diphu Medical College & Hospital,MBBS,ST,96652.53,,97982,109305,94335,94335
Dr Ram Manohar Lohia Inst. of Med. Sce.,MBBS,EWS,4891.295,,,3185,4022,4022
Dr Ram Manohar Lohia Inst. of Med. Sce.,MBBS,GN,3680.34,,,2179,2683,2683
Dr Ram Manohar Lohia Inst. of Med. Sce.,MBBS,GN PWD,383821.75,,,,206722,206722
Dr Ram Manohar Lohia Inst. of Med. Sce.,MBBS,OBC,6470.905,,,3710,3983,3983
Dr Ram Manohar Lohia Inst. of Med. Sce.,MBBS,OBC PWD,493757.36,,,301637,345945,345945
Dr Ram Manohar Lohia Inst. of Med. Sce.,MBBS,SC,27837.85,,,36588,24778,24778
Dr Ram Manohar Lohia Inst. of Med. Sce.,MBBS,ST,51964.61,,,38480,50732,50732
Dr. B.R. Ambedkar State Institute of Medical Sciences,MBBS,EWS,7573.045,,7725,6632,7688,7688
Dr. B.R. Ambedkar State Institute of Medical Sciences,MBBS,GN,4167.365,,5478,4845,3596,3596
Dr. B.R. Ambedkar State Institute of Medical Sciences,MBBS,OBC,6976.055,,8486,8068,6014,6014
Dr. B.R. Ambedkar State Institute of Medical Sciences,MBBS,SC,40579.84,,43648,47255,43640,43640
Dr. B.R. Ambedkar State Institute of Medical Sciences,MBBS,ST,50666.445,,66169,78001,47000,47000
Dr. B.S.A. Medical College,MBBS,EWS,4305.085,,1613,938,1797,1797
Dr. B.S.A. Medical College,MBBS,GN,2579.175,1216,621,767,1192,1192
Dr. B.S.A. Medical College,MBBS,OBC,4449.87,,2137,1740,2020,2020
Dr. B.S.A. Medical College,MBBS,SC,18861.625,17766,13533,11111,15472,15472
Dr. B.S.A. Medical College,MBBS,ST,27751,32216,33765,35201,17899,17899
Dr. DY Patil Dental College and Hosp. Navi Mumbai,BDS,EWS,886139.3,,,,907662,907662
Dr. DY Patil Dental College and Hosp. Navi Mumbai,BDS,GN,963754.615,,,854599,945199,945199
Dr. DY Patil Dental College and Hosp. Navi Mumbai,BDS,OBC,902758.02,,,1043990,898826,898826
Dr. DY Patil Dental College and Hosp. Navi Mumbai,BDS,SC,867188.04,,,866452,875603,875603
Dr. DY Patil Dental College and Hosp. Pune,BDS,EWS,810269.095,,,,733250,733250
Dr. DY Patil Dental College and Hosp. Pune,BDS,GN,1085011.985,,,707789,1137604,1137604
Dr. DY Patil Dental College and Hosp. Pune,BDS,OBC,843214.425,,,705868,758469,758469
Dr. DY Patil Dental College and Hosp. Pune,BDS,SC,788208.58,,,700045,763795,763795
Dr. DY Patil Medical College,MBBS,EWS,560970.355,,317242,385120,559003,559003
Dr. DY Patil Medical College,MBBS,GN,1131321.645,636268,545420,850602,1160833,1160833
Dr. DY Patil Medical College,MBBS,OBC,1252057.19,,543598,1029490,1263810,1263810
Dr. DY Patil Medical College,MBBS,OBC PWD,592678.16,,,,552457,552457
Dr. DY Patil Medical College,MBBS,SC,840391.65,,543497,913456,889704,889704
Dr. DY Patil Medical College,MBBS,ST,521242.56,,360168,,549511,549511
Dr. DY Patil Medical College and Hospt.,MBBS,EWS,560526.425,,475625,424683,562584,562584
Dr. DY Patil Medical College and Hospt.,MBBS,GN,1126270.915,424405,488336,873923,1154944,1154944
Dr. DY Patil Medical College and Hospt.,MBBS,OBC,1345242.555,,436937,765091,1390814,1390814
Dr. DY Patil Medical College and Hospt.,MBBS,SC,628129.69,,461856,461584,547346,547346
Dr. DYP Edu. Soc. Deemed Uni.,MBBS,EWS,707149.695,,348144,320013,912860,912860
Dr. DYP Edu. Soc. Deemed Uni.,MBBS,GN,807625.2,396292,392739,322169,1043836,1043836
Dr. DYP Edu. Soc. Deemed Uni.,MBBS,OBC,1082935.965,,389002,321274,1046569,1046569
Dr. DYP Edu. Soc. Deemed Uni.,MBBS,SC,828253.42,,393518,305642,899120,899120
Dr. YS Parmar Govt. Medical College,MBBS,EWS,56254.045,,8576,9577,8957,8957
Dr. YS Parmar Govt. Medical College,MBBS,GN,28343.615,7498,6382,6469,6832,6832
Dr. YS Parmar Govt. Medical College,MBBS,OBC,88745.3,,8210,8894,9220,9220
Dr. YS Parmar Govt. Medical College,MBBS,SC,119605.135,46653,49340,52713,60786,60786
Dr. YS Parmar Govt. Medical College,MBBS,ST,135052.315,56773,75390,85904,86289,86289
Dr. Ziauddin Ahmed Dental College and Hospital,BDS,EWS,67177.745,,32938,36901,32037,32037
Dr. Ziauddin Ahmed Dental College and Hospital,BDS,GN,362977.825,,358034,320799,532471,532471
Dr. Ziauddin Ahmed Dental College and Hospital,BDS,OBC,159347.49,,33439,38232,47476,47476
Dr.Radhakrishnan Government Medical College,MBBS,EWS,19915.305,,,10560,10529,10529
Dr.Radhakrishnan Government Medical College,MBBS,GN,18410.61,,,7601,7806,7806
Dr.Radhakrishnan Government Medical College,MBBS,OBC,17704.14,,,9442,9377,9377
Dr.Radhakrishnan Government Medical College,MBBS,SC,124428.755,,,57278,51890,51890
Dr.Radhakrishnan Government Medical College,MBBS,ST,138439.92,,,89010,74780,74780
ESI-MC&PGIMS&R,MBBS,EWS,45957.67,6293,74575,46317,41792,41792
ESI-MC&PGIMS&R,MBBS,GN,31871.54,6189,40324,35024,28263,28263
ESI-MC&PGIMS&R,MBBS,GN PWD,389068.55,267752,264581,,401221,401221
ESI-MC&PGIMS&R,MBBS,OBC,41696.55,7424,51900,53911,37386,37386
ESI-MC&PGIMS&R,MBBS,OBC PWD,692213.545,,,681732,778539,778539
ESI-MC&PGIMS&R,MBBS,SC,174715.57,55764,152733,200635,177149,177149
ESI-MC&PGIMS&R,MBBS,SC PWD,827564.7,,,,974679,974679
ESI-MC&PGIMS&R,MBBS,ST,362757.365,60849,680679,278002,461826,461826
ESIC College of Nursing,B.Sc. Nursing,EWS,154797.005,,,,165905,165905
ESIC College of Nursing,B.Sc. Nursing,GN,198468.635,,,,121052,121052
ESIC College of Nursing,B.Sc. Nursing,OBC,175694.56,,,,182046,182046
ESIC College of Nursing,B.Sc. Nursing,SC,367428.79,,,,320240,320240
ESIC College of Nursing,B.Sc. Nursing,ST,693412.95,,,,736014,736014
ESIC Dental College,BDS,EWS,72325.04,14700,24507,87845,80292,80292
ESIC Dental College,BDS,GN,71573.225,13327,20681,81766,71980,71980
ESIC Dental College,BDS,OBC,86404.51,15665,22535,93288,88299,88299
ESIC Dental College,BDS,SC,275744.5,76325,99127,265311,249544,249544
ESIC Dental College,BDS,ST,515282.2,96131,129961,866541,677829,677829
ESIC Dental College and Hospital,BDS,EWS,42563.775,33171,31803,38217,45039,45039
ESIC Dental College and Hospital,BDS,GN,39328.575,24775,27061,33596,38411,38411
ESIC Dental College and Hospital,BDS,OBC,53146.695,32863,42014,44439,57291,57291
ESIC Dental College and Hospital,BDS,SC,202555.77,106140,120917,136175,179908,179908
ESIC Dental College and Hospital,BDS,ST,302750.45,187612,235439,245965,313841,313841
ESIC Dental College and Hospital  Rohini,BDS,EWS,51088.485,,,,29024,29024
ESIC Dental College and Hospital  Rohini,BDS,GN,48424.88,,,,26630,26630
ESIC Dental College and Hospital  Rohini,BDS,GN PWD,1024873.8,,,,1010932,1010932
ESIC Dental College and Hospital  Rohini,BDS,OBC,56695.295,,,,30361,30361
ESIC Dental College and Hospital  Rohini,BDS,SC,132767.86,,,,124712,124712
ESIC Medical College,MBBS,EWS,23017.88,9196,19516,19078,21490,21490
ESIC Medical College,MBBS,EWS PWD,929781.13,,,,753511,753511
ESIC Medical College,MBBS,GN,16728.98,6043,17524,14186,14111,14111
ESIC Medical College,MBBS,OBC,26100.71,8245,32902,27781,22871,22871
ESIC Medical College,MBBS,OBC PWD,623312.095,,,503443,604541,604541
ESIC Medical College,MBBS,SC,133518.08,40057,110993,120609,121089,121089
ESIC Medical College,MBBS,SC PWD,786960.15,491624,,,682687,682687
ESIC Medical College,MBBS,ST,372470.525,42595,82147,271738,322814,322814
ESIC Medical College & Hospital,MBBS,EWS,45677.67,,86679,62438,44973,44973
ESIC Medical College & Hospital,MBBS,GN,34677.11,,70287,53206,35748,35748
ESIC Medical College & Hospital,MBBS,OBC,42055.735,,73956,69685,42687,42687
ESIC Medical College & Hospital,MBBS,SC,203307.07,,214340,230337,214064,214064
ESIC Medical College & Hospital,MBBS,ST,499868.31,,83332,117899,593564,593564
ESIC Medical College AND PGIMSR,MBBS,EWS,48554.21,,62070,70658,47371,47371
ESIC Medical College AND PGIMSR,MBBS,GN,30881.655,,40556,38407,29230,29230
ESIC Medical College AND PGIMSR,MBBS,OBC,38757.595,,45056,54345,37626,37626
ESIC Medical College AND PGIMSR,MBBS,SC,193759.655,,160853,185412,194743,194743
ESIC Medical College AND PGIMSR,MBBS,ST,506103.105,,90336,422026,486585,486585
ESIC PGIMSR,MBBS,EWS,53562.67,9442,87197,61607,53932,53932
ESIC PGIMSR,MBBS,GN,41647.96,7155,62572,46216,48667,48667
ESIC PGIMSR,MBBS,OBC,50869.645,8832,70182,66491,52814,52814
ESIC PGIMSR,MBBS,SC,204725.215,50686,197285,199739,220143,220143
ESIC PGIMSR,MBBS,ST,567753.105,81617,88650,972481,586839,586839
Employees State Insurance Corporation Medical College,MBBS,EWS,23525.27,,,39133,21729,21729
Employees State Insurance Corporation Medical College,MBBS,GN,21083.88,,,27232,18213,18213
Employees State Insurance Corporation Medical College,MBBS,GN PWD,384401.08,,,,500903,500903
Employees State Insurance Corporation Medical College,MBBS,OBC,30671.95,,,28935,26429,26429
Employees State Insurance Corporation Medical College,MBBS,SC,155112.555,,,222614,145810,145810
Employees State Insurance Corporation Medical College,MBBS,ST,248315.78,,,469269,166665,166665
FACULTY OF DEN SCI,BDS,EWS,29352.575,,18846,24859,28292,28292
FACULTY OF DEN SCI,BDS,GN,24051.33,14279,17038,20731,21015,21015
